state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Nevada,NV,Lander,32015,Republican,Ben Carson,1133,0.048
Nevada,NV,Lander,32015,Republican,John Kasich,345,0.022
Nevada,NV,Lander,32015,Democrat,Bernie Sanders,1182,0.696
Nevada,NV,Lander,32015,Democrat,Hillary Clinton,156,0.29
Nevada,NV,Lincoln,32017,Republican,Ted Cruz,473,0.446
Nevada,NV,Lincoln,32017,Republican,Donald Trump,55,0.288
Nevada,NV,Lincoln,32017,Republican,Marco Rubio,2054,0.161
Nevada,NV,Lincoln,32017,Republican,Ben Carson,916,0.095
Nevada,NV,Lincoln,32017,Republican,John Kasich,140,0.011
Nevada,NV,Lincoln,32017,Democrat,Hillary Clinton,331,0.603
Nevada,NV,Lincoln,32017,Democrat,Bernie Sanders,7,0.397
Nevada,NV,Lyon,32019,Republican,Donald Trump,110,0.482
Nevada,NV,Lyon,32019,Republican,Ted Cruz,712,0.245
Nevada,NV,Lyon,32019,Republican,Marco Rubio,47,0.174
Nevada,NV,Lyon,32019,Republican,Ben Carson,4,0.072
Nevada,NV,Lyon,32019,Republican,John Kasich,1238,0.023
Nevada,NV,Lyon,32019,Democrat,Bernie Sanders,82,0.524
Nevada,NV,Lyon,32019,Democrat,Hillary Clinton,692,0.476
Nevada,NV,Mineral,32021,Republican,Donald Trump,4,0.508
Nevada,NV,Mineral,32021,Republican,Marco Rubio,737,0.199
Nevada,NV,Mineral,32021,Republican,Ted Cruz,210,0.194
Nevada,NV,Mineral,32021,Republican,Ben Carson,845,0.068
Nevada,NV,Mineral,32021,Republican,John Kasich,6,0.031
Nevada,NV,Mineral,32021,Democrat,Hillary Clinton,657,0.534
Nevada,NV,Mineral,32021,Democrat,Bernie Sanders,24,0.466
Nevada,NV,Nye,32023,Republican,Donald Trump,1783,0.565
Nevada,NV,Nye,32023,Republican,Ted Cruz,130,0.235
Nevada,NV,Nye,32023,Republican,Marco Rubio,816,0.127
Nevada,NV,Nye,32023,Republican,Ben Carson,161,0.048
Nevada,NV,Nye,32023,Republican,John Kasich,46,0.014
Nevada,NV,Nye,32023,Democrat,Hillary Clinton,14,0.588
Nevada,NV,Nye,32023,Democrat,Bernie Sanders,34,0.406
Nevada,NV,Pershing,32027,Republican,Donald Trump,11510,0.407
Nevada,NV,Pershing,32027,Republican,Ted Cruz,1690,0.283
Nevada,NV,Pershing,32027,Republican,Marco Rubio,374,0.197
Nevada,NV,Pershing,32027,Republican,Ben Carson,25989,0.072
Nevada,NV,Pershing,32027,Republican,John Kasich,2144,0.041
Nevada,NV,Pershing,32027,Democrat,Bernie Sanders,19,0.493
Nevada,NV,Pershing,32027,Democrat,Hillary Clinton,786,0.478
Nevada,NV,Storey,32029,Republican,Donald Trump,23,0.429
Nevada,NV,Storey,32029,Republican,Ted Cruz,853,0.211
Nevada,NV,Storey,32029,Republican,Ben Carson,98,0.187
Nevada,NV,Storey,32029,Republican,Marco Rubio,312,0.152
Nevada,NV,Storey,32029,Republican,John Kasich,108,0.021
Nevada,NV,Storey,32029,Democrat,Hillary Clinton,585,0.5
Nevada,NV,Storey,32029,Democrat,Bernie Sanders,27,0.5
Nevada,NV,Washoe,32031,Republican,Donald Trump,204,0.441
Nevada,NV,Washoe,32031,Republican,Marco Rubio,317,0.246
Nevada,NV,Washoe,32031,Republican,Ted Cruz,12,0.209
Nevada,NV,Washoe,32031,Republican,Ben Carson,17,0.051
Nevada,NV,Washoe,32031,Republican,John Kasich,358,0.047
Nevada,NV,Washoe,32031,Democrat,Bernie Sanders,361,0.54
Nevada,NV,Washoe,32031,Democrat,Hillary Clinton,1434,0.459
Nevada,NV,White Pine,32033,Republican,Donald Trump,200,0.395
Nevada,NV,White Pine,32033,Republican,Ted Cruz,226,0.269
Nevada,NV,White Pine,32033,Republican,Marco Rubio,4464,0.225
Nevada,NV,White Pine,32033,Republican,Ben Carson,695,0.06
Nevada,NV,White Pine,32033,Republican,John Kasich,93,0.039
Nevada,NV,White Pine,32033,Democrat,Hillary Clinton,216,0.505
Nevada,NV,White Pine,32033,Democrat,Bernie Sanders,40,0.495
North Carolina,NC,Alamance,37001,Republican,Ted Cruz,305,0.409
North Carolina,NC,Alamance,37001,Republican,Donald Trump,171,0.383
North Carolina,NC,Alamance,37001,Republican,John Kasich,220,0.105
North Carolina,NC,Alamance,37001,Republican,Marco Rubio,132,0.076
North Carolina,NC,Alamance,37001,Democrat,Hillary Clinton,8,0.537
North Carolina,NC,Alamance,37001,Democrat,Bernie Sanders,0,0.419
North Carolina,NC,Alexander,37003,Republican,Ted Cruz,971,0.455
North Carolina,NC,Alexander,37003,Republican,Donald Trump,202,0.419
North Carolina,NC,Alexander,37003,Republican,John Kasich,112,0.06
North Carolina,NC,Alexander,37003,Republican,Marco Rubio,597,0.039
North Carolina,NC,Alexander,37003,Democrat,Hillary Clinton,483,0.458
North Carolina,NC,Alexander,37003,Democrat,Bernie Sanders,3426,0.448
North Carolina,NC,Alleghany,37005,Republican,Donald Trump,3041,0.497
North Carolina,NC,Alleghany,37005,Republican,Ted Cruz,7533,0.315
North Carolina,NC,Alleghany,37005,Republican,John Kasich,44,0.1
North Carolina,NC,Alleghany,37005,Republican,Marco Rubio,722,0.062
North Carolina,NC,Alleghany,37005,Democrat,Bernie Sanders,115,0.448
North Carolina,NC,Alleghany,37005,Democrat,Hillary Clinton,492,0.442
North Carolina,NC,Anson,37007,Republican,Donald Trump,171,0.5
North Carolina,NC,Anson,37007,Republican,Ted Cruz,249,0.362
North Carolina,NC,Anson,37007,Republican,John Kasich,0,0.059
North Carolina,NC,Anson,37007,Republican,Marco Rubio,272,0.052
North Carolina,NC,Anson,37007,Democrat,Hillary Clinton,197,0.661
North Carolina,NC,Anson,37007,Democrat,Bernie Sanders,479,0.262
North Carolina,NC,Ashe,37009,Republican,Donald Trump,1245,0.447
North Carolina,NC,Ashe,37009,Republican,Ted Cruz,1440,0.356
North Carolina,NC,Ashe,37009,Republican,John Kasich,28,0.099
North Carolina,NC,Ashe,37009,Republican,Marco Rubio,292,0.064
North Carolina,NC,Ashe,37009,Democrat,Hillary Clinton,106,0.464
North Carolina,NC,Ashe,37009,Democrat,Bernie Sanders,318,0.459
North Carolina,NC,Avery,37011,Republican,Donald Trump,208,0.426
North Carolina,NC,Avery,37011,Republican,Ted Cruz,16514,0.349
North Carolina,NC,Avery,37011,Republican,John Kasich,300,0.1
North Carolina,NC,Avery,37011,Republican,Marco Rubio,203,0.071
North Carolina,NC,Avery,37011,Democrat,Bernie Sanders,915,0.539
North Carolina,NC,Avery,37011,Democrat,Hillary Clinton,443,0.414
North Carolina,NC,Beaufort,37013,Republican,Donald Trump,4560,0.443
North Carolina,NC,Beaufort,37013,Republican,Ted Cruz,333,0.377
North Carolina,NC,Beaufort,37013,Republican,John Kasich,269,0.099
North Carolina,NC,Beaufort,37013,Republican,Marco Rubio,81,0.052
North Carolina,NC,Beaufort,37013,Democrat,Hillary Clinton,2274,0.556
North Carolina,NC,Beaufort,37013,Democrat,Bernie Sanders,0,0.349
North Carolina,NC,Bertie,37015,Republican,Ted Cruz,430,0.52
North Carolina,NC,Bertie,37015,Republican,Donald Trump,12261,0.382
North Carolina,NC,Bertie,37015,Republican,John Kasich,777,0.048
North Carolina,NC,Bertie,37015,Republican,Marco Rubio,4931,0.033
North Carolina,NC,Bertie,37015,Democrat,Hillary Clinton,3785,0.695
North Carolina,NC,Bertie,37015,Democrat,Bernie Sanders,2378,0.254
North Carolina,NC,Bladen,37017,Republican,Donald Trump,1339,0.569
North Carolina,NC,Bladen,37017,Republican,Ted Cruz,20,0.326
North Carolina,NC,Bladen,37017,Republican,Marco Rubio,3478,0.039
North Carolina,NC,Bladen,37017,Republican,John Kasich,1009,0.038
North Carolina,NC,Bladen,37017,Democrat,Hillary Clinton,21,0.596
North Carolina,NC,Bladen,37017,Democrat,Bernie Sanders,66,0.264
North Carolina,NC,Brunswick,37019,Republican,Donald Trump,8009,0.525
North Carolina,NC,Brunswick,37019,Republican,Ted Cruz,1421,0.208
North Carolina,NC,Brunswick,37019,Republican,John Kasich,103,0.164
North Carolina,NC,Brunswick,37019,Republican,Marco Rubio,192,0.079
North Carolina,NC,Brunswick,37019,Democrat,Hillary Clinton,988,0.601
North Carolina,NC,Brunswick,37019,Democrat,Bernie Sanders,4355,0.355
North Carolina,NC,Buncombe,37021,Republican,Ted Cruz,1240,0.419
North Carolina,NC,Buncombe,37021,Republican,Donald Trump,485,0.309
North Carolina,NC,Buncombe,37021,Republican,John Kasich,277,0.155
North Carolina,NC,Buncombe,37021,Republican,Marco Rubio,200,0.091
North Carolina,NC,Buncombe,37021,Democrat,Bernie Sanders,2894,0.621
North Carolina,NC,Buncombe,37021,Democrat,Hillary Clinton,2,0.354
North Carolina,NC,Burke,37023,Republican,Donald Trump,164,0.441
North Carolina,NC,Burke,37023,Republican,Ted Cruz,1424,0.378
North Carolina,NC,Burke,37023,Republican,John Kasich,426,0.087
North Carolina,NC,Burke,37023,Republican,Marco Rubio,117,0.062
North Carolina,NC,Burke,37023,Democrat,Hillary Clinton,2111,0.461
North Carolina,NC,Burke,37023,Democrat,Bernie Sanders,8110,0.454
North Carolina,NC,Cabarrus,37025,Republican,Donald Trump,1333,0.426
North Carolina,NC,Cabarrus,37025,Republican,Ted Cruz,799,0.381
North Carolina,NC,Cabarrus,37025,Republican,John Kasich,147,0.105
North Carolina,NC,Cabarrus,37025,Republican,Marco Rubio,1928,0.065
North Carolina,NC,Cabarrus,37025,Democrat,Hillary Clinton,4267,0.517
North Carolina,NC,Cabarrus,37025,Democrat,Bernie Sanders,163,0.443
North Carolina,NC,Caldwell,37027,Republican,Donald Trump,28981,0.454
North Carolina,NC,Caldwell,37027,Republican,Ted Cruz,298,0.371
North Carolina,NC,Caldwell,37027,Republican,John Kasich,2221,0.083
North Carolina,NC,Caldwell,37027,Republican,Marco Rubio,2042,0.057
North Carolina,NC,Caldwell,37027,Democrat,Hillary Clinton,5039,0.47
North Carolina,NC,Caldwell,37027,Democrat,Bernie Sanders,250,0.459
North Carolina,NC,Camden,37029,Republican,Donald Trump,177,0.517
North Carolina,NC,Camden,37029,Republican,Ted Cruz,1637,0.295
North Carolina,NC,Camden,37029,Republican,Marco Rubio,1185,0.097
North Carolina,NC,Camden,37029,Republican,John Kasich,7832,0.065
North Carolina,NC,Camden,37029,Democrat,Hillary Clinton,1545,0.542
North Carolina,NC,Camden,37029,Democrat,Bernie Sanders,4954,0.345
North Carolina,NC,Carteret,37031,Republican,Donald Trump,5650,0.515
North Carolina,NC,Carteret,37031,Republican,Ted Cruz,305,0.286
North Carolina,NC,Carteret,37031,Republican,John Kasich,2342,0.109
North Carolina,NC,Carteret,37031,Republican,Marco Rubio,80,0.061
North Carolina,NC,Carteret,37031,Democrat,Hillary Clinton,472,0.485
North Carolina,NC,Carteret,37031,Democrat,Bernie Sanders,134,0.444
North Carolina,NC,Caswell,37033,Republican,Donald Trump,314,0.497
North Carolina,NC,Caswell,37033,Republican,Ted Cruz,6764,0.392
North Carolina,NC,Caswell,37033,Republican,John Kasich,1611,0.043
North Carolina,NC,Caswell,37033,Republican,Marco Rubio,356,0.041
North Carolina,NC,Caswell,37033,Democrat,Hillary Clinton,190,0.598
North Carolina,NC,Caswell,37033,Democrat,Bernie Sanders,409,0.311
North Carolina,NC,Catawba,37035,Republican,Donald Trump,1174,0.44
North Carolina,NC,Catawba,37035,Republican,Ted Cruz,158,0.388
North Carolina,NC,Catawba,37035,Republican,John Kasich,271,0.094
North Carolina,NC,Catawba,37035,Republican,Marco Rubio,7725,0.055
North Carolina,NC,Catawba,37035,Democrat,Hillary Clinton,4,0.512
North Carolina,NC,Catawba,37035,Democrat,Bernie Sanders,479,0.44
North Carolina,NC,Chatham,37037,Republican,Ted Cruz,972,0.38
North Carolina,NC,Chatham,37037,Republican,Donald Trump,2525,0.348
North Carolina,NC,Chatham,37037,Republican,John Kasich,161,0.169
North Carolina,NC,Chatham,37037,Republican,Marco Rubio,23,0.08
North Carolina,NC,Chatham,37037,Democrat,Hillary Clinton,434,0.55
North Carolina,NC,Chatham,37037,Democrat,Bernie Sanders,2134,0.409
North Carolina,NC,Cherokee,37039,Republican,Donald Trump,142,0.504
North Carolina,NC,Cherokee,37039,Republican,Ted Cruz,105,0.325
North Carolina,NC,Cherokee,37039,Republican,John Kasich,364,0.08
North Carolina,NC,Cherokee,37039,Republican,Marco Rubio,2730,0.062
North Carolina,NC,Cherokee,37039,Democrat,Hillary Clinton,12,0.439
North Carolina,NC,Cherokee,37039,Democrat,Bernie Sanders,200,0.437
North Carolina,NC,Chowan,37041,Republican,Donald Trump,1963,0.435
North Carolina,NC,Chowan,37041,Republican,Ted Cruz,242,0.361
North Carolina,NC,Chowan,37041,Republican,John Kasich,1,0.112
North Carolina,NC,Chowan,37041,Republican,Marco Rubio,6507,0.068
North Carolina,NC,Chowan,37041,Democrat,Hillary Clinton,3564,0.618
North Carolina,NC,Chowan,37041,Democrat,Bernie Sanders,13398,0.298
North Carolina,NC,Clay,37043,Republican,Donald Trump,984,0.481
North Carolina,NC,Clay,37043,Republican,Ted Cruz,199,0.347
North Carolina,NC,Clay,37043,Republican,John Kasich,2795,0.08
North Carolina,NC,Clay,37043,Republican,Marco Rubio,66,0.065
North Carolina,NC,Clay,37043,Democrat,Hillary Clinton,23,0.528
North Carolina,NC,Clay,37043,Democrat,Bernie Sanders,893,0.385
North Carolina,NC,Cleveland,37045,Republican,Donald Trump,26,0.447
North Carolina,NC,Cleveland,37045,Republican,Ted Cruz,2299,0.408
North Carolina,NC,Cleveland,37045,Republican,John Kasich,162,0.072
North Carolina,NC,Cleveland,37045,Republican,Marco Rubio,354,0.051
North Carolina,NC,Cleveland,37045,Democrat,Hillary Clinton,910,0.559
North Carolina,NC,Cleveland,37045,Democrat,Bernie Sanders,1160,0.356
North Carolina,NC,Columbus,37047,Republican,Donald Trump,1,0.607
North Carolina,NC,Columbus,37047,Republican,Ted Cruz,90,0.279
North Carolina,NC,Columbus,37047,Republican,John Kasich,13,0.051
North Carolina,NC,Columbus,37047,Republican,Marco Rubio,3604,0.042
North Carolina,NC,Columbus,37047,Democrat,Hillary Clinton,6918,0.563
North Carolina,NC,Columbus,37047,Democrat,Bernie Sanders,395,0.311
North Carolina,NC,Craven,37049,Republican,Donald Trump,278,0.447
North Carolina,NC,Craven,37049,Republican,Ted Cruz,6664,0.342
North Carolina,NC,Craven,37049,Republican,John Kasich,113,0.114
North Carolina,NC,Craven,37049,Republican,Marco Rubio,30913,0.07
North Carolina,NC,Craven,37049,Democrat,Hillary Clinton,632,0.581
North Carolina,NC,Craven,37049,Democrat,Bernie Sanders,4734,0.357
North Carolina,NC,Cumberland,37051,Republican,Donald Trump,129,0.474
North Carolina,NC,Cumberland,37051,Republican,Ted Cruz,328,0.353
North Carolina,NC,Cumberland,37051,Republican,John Kasich,3,0.076
North Carolina,NC,Cumberland,37051,Republican,Marco Rubio,1921,0.066
North Carolina,NC,Cumberland,37051,Democrat,Hillary Clinton,17176,0.639
North Carolina,NC,Cumberland,37051,Democrat,Bernie Sanders,2422,0.31
North Carolina,NC,Dare,37055,Republican,Donald Trump,2335,0.501
North Carolina,NC,Dare,37055,Republican,Ted Cruz,1332,0.219
North Carolina,NC,Dare,37055,Republican,John Kasich,1946,0.156
North Carolina,NC,Dare,37055,Republican,Marco Rubio,82,0.084
North Carolina,NC,Dare,37055,Democrat,Bernie Sanders,108,0.489
North Carolina,NC,Dare,37055,Democrat,Hillary Clinton,128,0.425
North Carolina,NC,Davidson,37057,Republican,Donald Trump,20,0.452
North Carolina,NC,Davidson,37057,Republican,Ted Cruz,259,0.386
North Carolina,NC,Davidson,37057,Republican,John Kasich,382,0.078
North Carolina,NC,Davidson,37057,Republican,Marco Rubio,2810,0.056
North Carolina,NC,Davidson,37057,Democrat,Hillary Clinton,368,0.503
North Carolina,NC,Davidson,37057,Democrat,Bernie Sanders,329,0.435
North Carolina,NC,Davie,37059,Republican,Donald Trump,502,0.411
North Carolina,NC,Davie,37059,Republican,Ted Cruz,26,0.359
North Carolina,NC,Davie,37059,Republican,John Kasich,33,0.131
North Carolina,NC,Davie,37059,Republican,Marco Rubio,1205,0.067
North Carolina,NC,Davie,37059,Democrat,Hillary Clinton,9,0.54
North Carolina,NC,Davie,37059,Democrat,Bernie Sanders,565,0.404
North Carolina,NC,Duplin,37061,Republican,Donald Trump,3593,0.481
North Carolina,NC,Duplin,37061,Republican,Ted Cruz,491,0.388
North Carolina,NC,Duplin,37061,Republican,John Kasich,214,0.063
North Carolina,NC,Duplin,37061,Republican,Marco Rubio,141,0.043
North Carolina,NC,Duplin,37061,Democrat,Hillary Clinton,217,0.612
North Carolina,NC,Duplin,37061,Democrat,Bernie Sanders,224,0.292
North Carolina,NC,Durham,37063,Republican,Ted Cruz,858,0.377
North Carolina,NC,Durham,37063,Republican,Donald Trump,3706,0.269
North Carolina,NC,Durham,37063,Republican,John Kasich,1501,0.208
North Carolina,NC,Durham,37063,Republican,Marco Rubio,271,0.122
North Carolina,NC,Durham,37063,Democrat,Hillary Clinton,88,0.575
North Carolina,NC,Durham,37063,Democrat,Bernie Sanders,172,0.41
North Carolina,NC,Edgecombe,37065,Republican,Donald Trump,98,0.454
North Carolina,NC,Edgecombe,37065,Republican,Ted Cruz,514,0.423
North Carolina,NC,Edgecombe,37065,Republican,Marco Rubio,289,0.055
North Carolina,NC,Edgecombe,37065,Republican,John Kasich,2817,0.04
North Carolina,NC,Edgecombe,37065,Democrat,Hillary Clinton,11294,0.708
North Carolina,NC,Edgecombe,37065,Democrat,Bernie Sanders,52,0.227
North Carolina,NC,Forsyth,37067,Republican,Ted Cruz,1785,0.384
North Carolina,NC,Forsyth,37067,Republican,Donald Trump,0,0.339
North Carolina,NC,Forsyth,37067,Republican,John Kasich,133,0.173
North Carolina,NC,Forsyth,37067,Republican,Marco Rubio,1600,0.083
North Carolina,NC,Forsyth,37067,Democrat,Hillary Clinton,583,0.58
North Carolina,NC,Forsyth,37067,Democrat,Bernie Sanders,604,0.398
North Carolina,NC,Franklin,37069,Republican,Ted Cruz,1394,0.467
North Carolina,NC,Franklin,37069,Republican,Donald Trump,6331,0.405
North Carolina,NC,Franklin,37069,Republican,John Kasich,39,0.062
North Carolina,NC,Franklin,37069,Republican,Marco Rubio,308,0.044
North Carolina,NC,Franklin,37069,Democrat,Hillary Clinton,3400,0.594
North Carolina,NC,Franklin,37069,Democrat,Bernie Sanders,420,0.343
North Carolina,NC,Gaston,37071,Republican,Donald Trump,1016,0.454
North Carolina,NC,Gaston,37071,Republican,Ted Cruz,3967,0.368
North Carolina,NC,Gaston,37071,Republican,John Kasich,120,0.084
North Carolina,NC,Gaston,37071,Republican,Marco Rubio,2013,0.07
North Carolina,NC,Gaston,37071,Democrat,Hillary Clinton,126,0.541
North Carolina,NC,Gaston,37071,Democrat,Bernie Sanders,75,0.403
North Carolina,NC,Gates,37073,Republican,Donald Trump,2436,0.519
North Carolina,NC,Gates,37073,Republican,Ted Cruz,264,0.342
North Carolina,NC,Gates,37073,Republican,Marco Rubio,2649,0.06
North Carolina,NC,Gates,37073,Republican,John Kasich,453,0.046
North Carolina,NC,Gates,37073,Democrat,Hillary Clinton,475,0.617
North Carolina,NC,Gates,37073,Democrat,Bernie Sanders,212,0.293
North Carolina,NC,Graham,37075,Republican,Donald Trump,344,0.518
North Carolina,NC,Graham,37075,Republican,Ted Cruz,42,0.33
North Carolina,NC,Graham,37075,Republican,John Kasich,2027,0.062
North Carolina,NC,Graham,37075,Republican,Marco Rubio,73,0.061
North Carolina,NC,Graham,37075,Democrat,Hillary Clinton,0,0.443
North Carolina,NC,Graham,37075,Democrat,Bernie Sanders,113,0.407
North Carolina,NC,Granville,37077,Republican,Donald Trump,1418,0.433
North Carolina,NC,Granville,37077,Republican,Ted Cruz,26,0.426
North Carolina,NC,Granville,37077,Republican,John Kasich,1148,0.062
North Carolina,NC,Granville,37077,Republican,Marco Rubio,37,0.05
North Carolina,NC,Granville,37077,Democrat,Hillary Clinton,2486,0.588
North Carolina,NC,Granville,37077,Democrat,Bernie Sanders,453,0.34
North Carolina,NC,Greene,37079,Republican,Ted Cruz,1,0.479
North Carolina,NC,Greene,37079,Republican,Donald Trump,920,0.428
North Carolina,NC,Greene,37079,Republican,John Kasich,2780,0.045
North Carolina,NC,Greene,37079,Republican,Marco Rubio,77,0.033
North Carolina,NC,Greene,37079,Democrat,Hillary Clinton,1460,0.587
North Carolina,NC,Greene,37079,Democrat,Bernie Sanders,2069,0.294
North Carolina,NC,Guilford,37081,Republican,Ted Cruz,32,0.38
North Carolina,NC,Guilford,37081,Republican,Donald Trump,221,0.345
North Carolina,NC,Guilford,37081,Republican,John Kasich,44,0.16
North Carolina,NC,Guilford,37081,Republican,Marco Rubio,1732,0.089
North Carolina,NC,Guilford,37081,Democrat,Hillary Clinton,941,0.56
North Carolina,NC,Guilford,37081,Democrat,Bernie Sanders,203,0.417
North Carolina,NC,Halifax,37083,Republican,Donald Trump,5889,0.515
North Carolina,NC,Halifax,37083,Republican,Ted Cruz,152,0.331
North Carolina,NC,Halifax,37083,Republican,John Kasich,2026,0.067
North Carolina,NC,Halifax,37083,Republican,Marco Rubio,832,0.055
North Carolina,NC,Halifax,37083,Democrat,Hillary Clinton,80,0.667
North Carolina,NC,Halifax,37083,Democrat,Bernie Sanders,5426,0.248
North Carolina,NC,Harnett,37085,Republican,Donald Trump,1133,0.443
North Carolina,NC,Harnett,37085,Republican,Ted Cruz,4731,0.418
North Carolina,NC,Harnett,37085,Republican,John Kasich,383,0.059
North Carolina,NC,Harnett,37085,Republican,Marco Rubio,4,0.056
North Carolina,NC,Harnett,37085,Democrat,Hillary Clinton,2763,0.551
North Carolina,NC,Harnett,37085,Democrat,Bernie Sanders,530,0.368
North Carolina,NC,Haywood,37087,Republican,Donald Trump,122,0.398
North Carolina,NC,Haywood,37087,Republican,Ted Cruz,39,0.381
North Carolina,NC,Haywood,37087,Republican,John Kasich,179,0.113
North Carolina,NC,Haywood,37087,Republican,Marco Rubio,324,0.079
North Carolina,NC,Haywood,37087,Democrat,Bernie Sanders,184,0.46
North Carolina,NC,Haywood,37087,Democrat,Hillary Clinton,216,0.445
North Carolina,NC,Henderson,37089,Republican,Ted Cruz,395,0.401
North Carolina,NC,Henderson,37089,Republican,Donald Trump,62,0.337
North Carolina,NC,Henderson,37089,Republican,John Kasich,3567,0.155
North Carolina,NC,Henderson,37089,Republican,Marco Rubio,1033,0.085
North Carolina,NC,Henderson,37089,Democrat,Bernie Sanders,1250,0.501
North Carolina,NC,Henderson,37089,Democrat,Hillary Clinton,986,0.47
North Carolina,NC,Hertford,37091,Republican,Donald Trump,2156,0.486
North Carolina,NC,Hertford,37091,Republican,Ted Cruz,142,0.345
North Carolina,NC,Hertford,37091,Republican,John Kasich,1447,0.064
North Carolina,NC,Hertford,37091,Republican,Marco Rubio,173,0.057
North Carolina,NC,Hertford,37091,Democrat,Hillary Clinton,301,0.675
North Carolina,NC,Hertford,37091,Democrat,Bernie Sanders,866,0.222
North Carolina,NC,Hoke,37093,Republican,Donald Trump,0,0.497
North Carolina,NC,Hoke,37093,Republican,Ted Cruz,220,0.357
North Carolina,NC,Hoke,37093,Republican,Marco Rubio,659,0.062
North Carolina,NC,Hoke,37093,Republican,John Kasich,5187,0.05
North Carolina,NC,Hoke,37093,Democrat,Hillary Clinton,1092,0.597
North Carolina,NC,Hoke,37093,Democrat,Bernie Sanders,200,0.311
North Carolina,NC,Hyde,37095,Republican,Donald Trump,146,0.525
North Carolina,NC,Hyde,37095,Republican,Ted Cruz,166,0.333
North Carolina,NC,Hyde,37095,Republican,John Kasich,421,0.08
North Carolina,NC,Hyde,37095,Republican,Marco Rubio,129,0.046
North Carolina,NC,Hyde,37095,Democrat,Hillary Clinton,948,0.48
North Carolina,NC,Hyde,37095,Democrat,Bernie Sanders,99,0.405
North Carolina,NC,Iredell,37097,Republican,Donald Trump,298,0.462
North Carolina,NC,Iredell,37097,Republican,Ted Cruz,353,0.337
North Carolina,NC,Iredell,37097,Republican,John Kasich,24,0.112
North Carolina,NC,Iredell,37097,Republican,Marco Rubio,35,0.064
North Carolina,NC,Iredell,37097,Democrat,Hillary Clinton,8475,0.509
North Carolina,NC,Iredell,37097,Democrat,Bernie Sanders,960,0.432
North Carolina,NC,Jackson,37099,Republican,Donald Trump,1963,0.395
North Carolina,NC,Jackson,37099,Republican,Ted Cruz,91,0.349
North Carolina,NC,Jackson,37099,Republican,John Kasich,381,0.133
North Carolina,NC,Jackson,37099,Republican,Marco Rubio,1025,0.092
North Carolina,NC,Jackson,37099,Democrat,Bernie Sanders,2584,0.57
North Carolina,NC,Jackson,37099,Democrat,Hillary Clinton,879,0.381
North Carolina,NC,Johnston,37101,Republican,Ted Cruz,1570,0.441
North Carolina,NC,Johnston,37101,Republican,Donald Trump,1694,0.415
North Carolina,NC,Johnston,37101,Republican,John Kasich,228,0.064
North Carolina,NC,Johnston,37101,Republican,Marco Rubio,3001,0.055
North Carolina,NC,Johnston,37101,Democrat,Hillary Clinton,2444,0.521
North Carolina,NC,Johnston,37101,Democrat,Bernie Sanders,39,0.405
North Carolina,NC,Jones,37103,Republican,Donald Trump,5560,0.52
North Carolina,NC,Jones,37103,Republican,Ted Cruz,35,0.369
North Carolina,NC,Jones,37103,Republican,John Kasich,51,0.05
North Carolina,NC,Jones,37103,Republican,Marco Rubio,1791,0.034
North Carolina,NC,Jones,37103,Democrat,Hillary Clinton,367,0.58
North Carolina,NC,Jones,37103,Democrat,Bernie Sanders,43,0.32
North Carolina,NC,Lee,37105,Republican,Donald Trump,592,0.421
North Carolina,NC,Lee,37105,Republican,Ted Cruz,2479,0.394
North Carolina,NC,Lee,37105,Republican,John Kasich,10280,0.094
North Carolina,NC,Lee,37105,Republican,Marco Rubio,12,0.068
North Carolina,NC,Lee,37105,Democrat,Hillary Clinton,690,0.546
North Carolina,NC,Lee,37105,Democrat,Bernie Sanders,818,0.381
North Carolina,NC,Lenoir,37107,Republican,Donald Trump,4,0.457
North Carolina,NC,Lenoir,37107,Republican,Ted Cruz,85,0.379
North Carolina,NC,Lenoir,37107,Republican,Marco Rubio,24,0.071
North Carolina,NC,Lenoir,37107,Republican,John Kasich,4730,0.065
North Carolina,NC,Lenoir,37107,Democrat,Hillary Clinton,393,0.641
North Carolina,NC,Lenoir,37107,Democrat,Bernie Sanders,1466,0.264
North Carolina,NC,Lincoln,37109,Republican,Donald Trump,303,0.458
North Carolina,NC,Lincoln,37109,Republican,Ted Cruz,227,0.364
North Carolina,NC,Lincoln,37109,Republican,John Kasich,85,0.088
North Carolina,NC,Lincoln,37109,Republican,Marco Rubio,267,0.068
North Carolina,NC,Lincoln,37109,Democrat,Hillary Clinton,185,0.513
North Carolina,NC,Lincoln,37109,Democrat,Bernie Sanders,619,0.418
North Carolina,NC,Macon,37113,Republican,Donald Trump,7293,0.449
North Carolina,NC,Macon,37113,Republican,Ted Cruz,1050,0.313
North Carolina,NC,Macon,37113,Republican,John Kasich,193,0.123
North Carolina,NC,Macon,37113,Republican,Marco Rubio,93,0.082
North Carolina,NC,Macon,37113,Democrat,Hillary Clinton,115,0.479
North Carolina,NC,Macon,37113,Democrat,Bernie Sanders,555,0.442
North Carolina,NC,Madison,37115,Republican,Ted Cruz,999,0.414
North Carolina,NC,Madison,37115,Republican,Donald Trump,14005,0.4
North Carolina,NC,Madison,37115,Republican,John Kasich,13458,0.087
North Carolina,NC,Madison,37115,Republican,Marco Rubio,1469,0.071
North Carolina,NC,Madison,37115,Democrat,Bernie Sanders,3,0.587
North Carolina,NC,Madison,37115,Democrat,Hillary Clinton,270,0.345
